at,score,thumbsUpCount,reviewCreatedVersion,replyContent,repliedAt,appVersion,review,label,Lable Confidence Score
2024-11-08 09:13:36,3,4,7.0.9,,,7.0.9,"Simple app & easy to use. Being Bluchip Member, I would suggest if can check also points accumulated in the app. It would be very convenient. And very important, to check booking status, have to enter booking code & name every time, that's annoying and time consuming. Thanks",offers issue,0.44827499985694885
2024-11-08 06:58:29,1,0,,,,,Not able to update. Showing incompatible. Rest of the apps are compatible though.,offers issue,0.8973185420036316
2024-11-08 01:19:27,1,0,7.0.9,,,7.0.9,Pathetic App,offers issue,0.845455527305603
2024-11-07 23:16:00,1,0,,,,,Giving me errors when I try to do web checkin,offers issue,0.7570189237594604
2024-11-07 19:36:27,1,8,7.0.9,,,7.0.9,Always has flaws and was unreliable and the new version doesn't even seem to have an easy way to add upcoming trips booked from other email IDs. App is simply as bad as the airline's services are. The airline used to be on time and nowadays even that's almost one out of the window!,offers issue,0.4386390745639801
2024-11-07 14:47:35,5,0,6.0.6,,,6.0.6,Very good response always. Cleanliness is the hallmark of Indigo flights.,customer service,0.5293586254119873
2024-11-07 12:12:43,1,2,7.0.9,,,7.0.9,"Hopeless and useless. Have been trying to search flight tickets, all I get is something went wrong error. Getting this since last 24 hours.",offers issue,0.45967555046081543
2024-11-07 08:15:26,3,0,7.0.7,,,7.0.7,Not good the way fluctuate the fairs.,offers issue,0.7432945370674133
2024-11-07 06:37:12,1,2,7.0.9,,,7.0.9,"Worst application, keeps loading hours together. Post checking in, it was kept searching and searching and no use. For booking it's a good application as its revenue for Indigo.",app slowness,0.517539918422699
2024-11-07 06:09:22,1,0,,,,,CX support in delhi airport is poor.very bad staff don't know how to talk. shameless crew members of indigo.negative rating if mentioned i would have been given that .,customer service,0.7424896359443665
2024-11-06 23:11:05,1,0,7.0.9,,,7.0.9,Worst flights.... always late,offers issue,0.8683499693870544
2024-11-06 22:01:44,2,0,7.0.9,,,7.0.9,The app is becoming extremely sluggish.,app slowness,0.7391200065612793
2024-11-06 12:49:20,1,0,7.0.9,,,7.0.9,Cheater airlines pathetic service asked document of medical emergency and gave only 20 percent abolsutely bastard people and airlines f/o,customer service,0.4697208106517792
2024-11-06 08:49:43,1,288,7.0.9,,,7.0.9,"The new app is as dysfunctional as the old app. Trips don't show up in the app even if you add them. 6E Rewards have disappeared. I keep getting an error saying ""The provided token has timed out"" which prevents me from proceeding beyond the home screen. It's astounding how the country's largest airline cannot hire competent people to develop a simple mobile application in this day and age.",offers issue,0.482060045003891
2024-11-06 08:31:54,5,0,7.0.7,,,7.0.7,Superb.We are TATA family,offers issue,0.5831461548805237
2024-11-06 00:12:35,1,1,7.0.9,,,7.0.9,A really screwed up app. Cannot book tickets from this application.,booking problem,0.47521016001701355
2024-11-05 22:27:02,4,1,7.0.9,,,7.0.9,Not working properly after new update,offers issue,0.9146942496299744
2024-11-05 20:43:55,1,0,,,,,There is no option to easily update the mobile number in the account or delete your account permanently.,offers issue,0.8454087376594543
2024-11-05 19:11:03,1,0,7.0.9,,,7.0.9,Airline services r very bad. I trusted indigo but today I experienced most worsted service in my life. That's my last travel in indigo.,offers issue,0.8400332927703857
2024-11-05 14:22:58,1,0,7.0.9,,,7.0.9,"when booking it is lower. as time goes on it magically increases Daylight robbery. In 5min, prices increased by 2.5k, in another 5min increased by 7k.",booking problem,0.7597336173057556
2024-11-05 09:47:57,2,1,7.0.9,,,7.0.9,"App is buggy, not all features are available that are present in desktop website. Needs a lot of work to be user friendly",offers issue,0.8507635593414307
2024-11-04 21:33:11,4,0,6.0.6,,,6.0.6,Very useful,offers issue,0.5927300453186035
2024-11-04 21:30:14,1,23,7.0.9,,,7.0.9,"Pathetic app and worst service. The page for web check-in doesn't move after entering details for hours. Plus there is no immediate boarding pass if you select auto assign seat option. What the hell! If you need boarding urgently for digi yatra or if you're in a hurry, there's no alternative except to stand in the long check in queue. This is a malpractice and I'll take consumer action against them. Why are you cheating people and forcing them to buy seats when they've already bought tickets?",app slowness,0.4392509460449219
2024-11-04 15:53:34,1,3,7.0.9,,,7.0.9,Rubbish app bookings are lost web check-in from the app is impossible and the overall experience is weak. Feels like an all made in India. No qa no qc just bs,booking problem,0.6751484274864197
2024-11-04 13:46:23,1,1,7.0.7,,,7.0.7,Never book ticket from indigoapp they give you very minimum amount but when you come for boarding pass there policy change and tgey ask for extra amount the even they didn't help anymore they are very rude all person behaviour is very rude never book flight tickets from this app when you reached there they ask for extra amount and they saw that I have small kids but still they didn't help me out anymore in anything I reached before 1 hour but still they didn't listen the made new policies.,booking problem,0.3725305199623108
2024-11-04 11:13:57,1,5,7.0.9,,,7.0.9,The worst ever app. Does not show upcoming trips. Does not show boarding pass after web check-in. Needs an urgent update. Indigo creates troublesome journey experience for users after charging a hefty amount.,offers issue,0.4649307131767273
2024-11-03 16:22:33,2,0,7.0.9,,,7.0.9,Connecting flight boarding pass not displaying,offers issue,0.7527019381523132
2024-11-03 15:20:02,1,0,7.0.9,,,7.0.9,Hopeless.,offers issue,0.8850558400154114
2024-11-03 13:25:24,1,2,7.0.9,,,7.0.9,Useless App. Very fuuny system can't make out as to how to login or change password. I have n handling numerous App in my mobile but this one is different on negative side,offers issue,0.8840731382369995
2024-11-03 00:26:10,1,0,,,,,Latest version of app stopped working on my device.,offers issue,0.7200869917869568
2024-11-02 22:56:15,1,1,7.0.9,,,7.0.9,"The updates have made it worse. It has taken me 2 hours and 20 tries to get boarding pass. Why are you so tech illiterate across website, WhatsApp and Android App support INDIGO?",offers issue,0.39517274498939514
2024-11-02 20:49:28,5,0,7.0.9,,,7.0.9,Very very good flight service in india,customer service,0.9086129665374756
2024-11-02 12:50:04,1,0,7.0.9,,,7.0.9,Had a decent app before. Now it is full of bugs,offers issue,0.9142197966575623
2024-11-02 11:07:34,1,0,7.0.9,,,7.0.9,This app takes an impossibly long time to load. Not ideal when you need to check in or get your boarding pass ready in a jiffy.,app slowness,0.5802884697914124
2024-11-02 08:20:01,5,0,7.0.9,,,7.0.9,No experience in indigo:flights,offers issue,0.7282411456108093
2024-11-02 05:38:50,1,0,,,,,worst site..not able to checkin.. every time technical issue,offers issue,0.4864894151687622
2024-11-02 02:12:45,1,0,,,,,Am very disappointed with indigo I will never again use this wrost service airport staff behavior is very wrong And customer complaint solution is 000000 Inki vajah se me family ke sath divali nahi mna paya hu inki flight every time delay hota h lekin hum 10 minute late pahuch jae to inke under thoda bhi humdardi nahi rehta h mera bahut insult hua h jab tak mera problem resolve nahi hota h me aap sab se request karunga ki indigo ko naa kahe please,payment issue,0.3915371596813202
2024-11-02 00:50:18,1,0,,,,,"Why unnecessary increasing fare 3000 to directly 9000 for Jabalpur to indore , if I am searching again and again that means I need same or cheap price but you are increasing price again and again",offers issue,0.6707903742790222
2024-11-01 21:50:12,1,0,7.0.9,,,7.0.9,Hopeless App. Basic functions not working,offers issue,0.833341121673584
2024-11-01 21:10:23,1,5,7.0.9,,,7.0.9,Earlier I was able to add any pnr to my trips and check details any time I wanted. Now after the new updates such option to add to my trips is not available. This is really bad. I'm talking away 4 stars because of that. Not only that I'm supporting all reviews that has given your app just one star by liking them. Just fire all developers who made this idiotic change to the app. JUST DON'T STOP BY GIVING ONE STAR REVIEW. CLICK THE LIKE BUTTON OF ALL ONE STAR REVIEWS. These guys don't listen😡,offers issue,0.6281991004943848
2024-11-01 17:40:32,5,3,7.0.9,,,7.0.9,Very bad .... old version had an option to add family members .... new upgrade is very slow and don't have much options .....,offers issue,0.5808779001235962
2024-11-01 13:23:30,1,0,,,,,make older devices compatible else give us new mobile also.. stupid design.. till 31 oct 2024 it was working,offers issue,0.8483065366744995
2024-11-01 12:43:35,5,0,7.0.9,,,7.0.9,Armud force Tikkatt booh app,app slowness,0.3667909801006317
2024-11-01 08:29:14,1,0,7.0.9,,,7.0.9,App always in stuck,app slowness,0.5939635038375854
2024-11-01 07:30:36,1,5,7.0.9,,,7.0.9,"I pay extra to get 35 kg baggage. It was clearly mentioned that 35 kg one bag only on ticket. I called customer service few days before i traveled, requesting them if I have 2 baggage instead of one piece so it would be easy to handle. Even customer service told you need to carry one piece only. but when I reached airport they decline my baggage and ask me to split into two baggage. Because of indigo wrong info , I suffer alot and again pay extra for splitting 35 kg baggage in two pieces.",payment issue,0.3130917251110077
2024-11-01 05:16:55,5,0,,,,,"Hi Indigo Team, I am not active on social media. Hence, sharing my appreciation here. You guys have real customer support with real people helping real people. Thanks guys for helping me out during my travel from Del to Vadodara on 1st Nov. Regards Saurabh Arora",customer service,0.9542691111564636
2024-11-01 03:44:05,1,0,6.0.6,,,6.0.6,Not user friendly Indigo app,offers issue,0.8335748910903931
2024-10-31 22:22:53,5,0,6.0.6,,,6.0.6,"Just fantastic to go by indigo, always love to travel anywhere ❤️",offers issue,0.6249129176139832
2024-10-31 21:18:07,1,0,,,,,Forced to download coz their web pages don't work.,offers issue,0.7737258076667786
2024-10-31 20:41:12,1,2,7.0.9,,,7.0.9,"Hopeless and very pathetic app. Most of the times it does not work, booked trips are not shown",booking problem,0.4370883107185364
2024-10-31 20:18:17,1,0,7.0.9,,,7.0.9,Worst web and app booking. App does not load. Internet web page fails to display flights.,booking problem,0.5059482455253601
2024-10-31 20:15:56,1,0,7.0.9,,,7.0.9,"Pathetic app, doesn't allow to login even when otp is received. Trip details disappear. Think they should discontinue the app to avoid damage to airline brand",offers issue,0.5896425247192383
2024-10-31 19:49:05,1,0,7.0.9,,,7.0.9,Bloody app is showing me completely empty upcoming trips after multiple try. What a waste.,booking problem,0.3946089744567871
2024-10-31 13:59:19,1,1,7.0.9,,,7.0.9,"We are extremely dissatisfied with our recent travel from Chennai to Jeddah via Bangalore. Indigo Customer care misled us to check in at the International terminal instead of the Domestic terminal, forcing us to navigate the airport with a baby and a small child in heat, walking nearly a kilometer with our luggage. Additionally, one flight seat was damaged/unusable during 6-hour journey. This experience reflects poorly on Indigo. We will not fly with them again and urge others to reconsider.",customer service,0.591063380241394
2024-10-31 11:58:40,1,34,7.0.9,,,7.0.9,Inconsistent and unreliable. A 2-way trip disappears from the list of trips the moment the first-leg is completed. Need to search for the PNR again for it to again appear on the list of upcoming trips. No option to redeem reward points like earlier. Users asked to use the web option which again doesn't work most of the time. Reset password is a sham on the site. Multiple resets requires before one can satisfactorily login,offers issue,0.6636667251586914
2024-10-31 01:51:05,1,0,,,,,Charge money from the card and don't give the tickets...,payment issue,0.5283991694450378
2024-10-31 01:27:19,1,0,7.0.9,,,7.0.9,"This new version of app is disgusting. Slow, laggy and overall ghatiya.",app slowness,0.5978731513023376
2024-10-31 00:38:19,1,0,7.0.9,,,7.0.9,"Indigo is now NO more Trusted Airline , They have started Tactics to befool their Customers. PNR-L6812E (22 August), I had Medical issues , Before Reaching Airport only , I informed indigo Customer Care, Indigo Executive informed me , NOT to TRAVEL & Amount will be Refunded after Verifying Medical Papers ,but it's been 70 Days ,Still NO RESPONSE, I have called 15-20 times , They ask to wait till call is transferred to Medical Board , Everytime they put our Call ON HOLD FOR 40-50 minutes & BEFOOL",customer service,0.5353298783302307
2024-10-30 15:21:36,1,0,5.0.60,,,5.0.60,Dont fly in indigo flight tickets are expensive and very bad customer service,booking problem,0.46791163086891174
2024-10-30 13:49:02,1,0,,,,,Very bad service. Low quality category,offers issue,0.5399017930030823
2024-10-30 13:05:08,1,0,7.0.9,,,7.0.9,Not able to save thevtrip,offers issue,0.6228432655334473
2024-10-30 09:32:40,1,0,7.0.9,,,7.0.9,Latest updated app is worst.... Unable to redeem 6E rewards points..,offers issue,0.7353014945983887
2024-10-30 03:15:59,1,2,7.0.9,,,7.0.9,The new update is just horrible... It hasn't been able to locate my booking despite entering the details correctly... Not able add Bluechip membership id for trip... No help whatsoever,booking problem,0.538278341293335
2024-10-29 19:34:56,2,0,7.0.9,,,7.0.9,Very difficult to reserve seat ...for the past three days..showing as error while payment is done.pathetic..chat with customer care also..but no use...they said server problems..GOK..how a market leader is so apathy in resolving this bug.,booking problem,0.5011371374130249
2024-10-29 16:32:59,1,0,7.0.9,,,7.0.9,Poor user interface and buggy..,offers issue,0.8904557824134827
2024-10-29 12:26:13,5,0,6.0.6,,,6.0.6,"Superb , easy to use .",customer service,0.4796285927295685
2024-10-29 11:28:44,3,0,7.0.9,,,7.0.9,"The app improved from before, but it's not giving option to choose Mrs or Ms.",offers issue,0.8341094255447388
2024-10-29 11:21:22,2,0,,,,,Why it doesn't Support my Poco M2 and says Version Incompatible)( no longer Compatible with your device please fix can't book anything,offers issue,0.6596699953079224
2024-10-29 08:21:46,1,0,6.0.6,,,6.0.6,The new app is not compatible with 2 year old Android version.,offers issue,0.8498774766921997
2024-10-29 08:19:09,1,0,7.0.9,,,7.0.9,Very worst app after new update,offers issue,0.8249668478965759
2024-10-29 01:30:48,1,2,7.0.9,,,7.0.9,Very poor app. Often fails to load and sometimes crashes. Older version is nice.,app slowness,0.5936505198478699
2024-10-28 22:46:10,1,0,5.1.1,,,5.1.1,Very bad experience,offers issue,0.9115033149719238
2024-10-28 22:05:19,1,0,7.0.9,,,7.0.9,"Terrible app. Wouldn't let me even check for tickets, web checkin is a huge problem as it says my number is not valid.",offers issue,0.4347250163555145
2024-10-28 20:34:32,1,0,7.0.9,,,7.0.9,Can't search for and see my ticket details with PNR. Have to use website for this. What's the point of the app then?,offers issue,0.7042836546897888
2024-10-28 14:38:11,1,0,7.0.9,,,7.0.9,Pathetic app experience.. app is so worst that even GOVT app do work more efficiently. Even website is so pathetic that I am not able to reschedule my flight even in half an hour.,offers issue,0.5606986880302429
2024-10-28 13:31:00,3,0,,,,,very congested seat arrangement,offers issue,0.8298082947731018
2024-10-28 12:57:30,1,0,7.0.9,,,7.0.9,Not sure what happened here.. not even able to book the tickets,booking problem,0.6693572998046875
2024-10-28 09:56:33,5,0,7.0.9,,,7.0.9,Good and usable,customer service,0.43507352471351624
2024-10-28 07:55:42,5,0,,,,,"Best Flight, I like but sum time complaning , no food",offers issue,0.6711886525154114
2024-10-28 07:05:46,1,0,6.0.2,,,6.0.2,"Pathetic, filled with bugs, very slow. Please spend some money and fix it.",offers issue,0.9074524641036987
2024-10-27 20:59:25,1,2,7.0.9,,,7.0.9,Latest UI looks good but app is buggy. Cannot see rewards points and unable to check in for domestic even 1 day before. Have to login through web. Very bad,booking problem,0.6360027194023132
2024-10-27 17:42:25,1,0,7.0.9,,,7.0.9,"After today's update, the app is all messed up. Roll back changes please. Very poor development. Looks like a kid's coding😂😂",offers issue,0.8625617027282715
2024-10-27 16:24:50,5,0,,,,,Easy to booking ticket,customer service,0.45734354853630066
2024-10-27 13:34:49,1,0,,,,,Unable to get OTP not being able to login with password giving error.so tired I have uninstall the app various times but in vain .,offers issue,0.881963312625885
2024-10-27 12:54:42,3,0,7.0.9,,,7.0.9,"Respect passengers luggage, dont through it here and there while loading them",offers issue,0.7641234993934631
2024-10-27 10:44:50,1,0,7.0.9,,,7.0.9,"This is a sad excuse for an app. How this app has 4.6 star average reviews is above me. Get your house in order, lol. It's high time, fools.",offers issue,0.9136617183685303
2024-10-27 05:35:26,5,0,,,,,"Hi, was using this app for so long. Recently the app started misbehaving so I tried uninstalling and reinstall but was getting a message that THIS APP CANNOT BE DOWNLOADED IN THIS PHONE. Can you please see",offers issue,0.8618031740188599
2024-10-26 21:37:13,1,6,7.0.9,,,7.0.9,Terrible experience with Indigo. I have raised a group booking request in indigo app expecting a cheaper rate.Days passed and no response. Normal ticket rate has gone high during this time. Since there was no response contacted customer care and they informed group booking needs to be done through mail and not through app . After sending mail request they wanted me to raise request through website . Done that got a higher price quote than normal rate. This repeated. The executives couldn't help.,booking problem,0.3645138740539551
2024-10-26 14:48:09,1,0,,,,,Very worst. Don't use it please.,offers issue,0.9042180776596069
2024-10-26 10:32:01,5,0,6.0.6,,,6.0.6,Economic & Regular time wise,offers issue,0.6922104358673096
2024-10-26 06:41:49,1,0,7.0.9,,,7.0.9,I fed my flight PNR 2 times but it is not saved in Upcoming trips.,offers issue,0.499972939491272
2024-10-25 23:18:30,1,0,7.0.9,,,7.0.9,Too much delay flights,offers issue,0.801832914352417
2024-10-25 19:34:59,1,4,7.0.9,,,7.0.9,Really bad and uncooperative staff. I forgot my bag at the lounge and I requested them to either let me go or help me via any staff member. There was a good 30 min left but they still took of the plane without my bag. Now I'm stuck without any clothes or luggage and there's nothing I can do.,offers issue,0.5682232975959778
2024-10-25 19:25:53,1,2,7.0.9,,,7.0.9,"Basic things like searching for a flight don't work. While details are saved, not sure why, or even how it overrides them when trying to make a booking. Poor",booking problem,0.538191020488739
2024-10-25 14:39:11,3,0,7.0.9,,,7.0.9,Can't check the points earned on the app. The 6E rewards option is missing,offers issue,0.8359328508377075
2024-10-25 08:47:41,1,2,7.0.9,,,7.0.9,"Can't access my boarding passes. Gives me red popup error saying ""one or more errors occurred. Startindex cannot be greater than the length of the string""",offers issue,0.5629605054855347
2024-10-25 02:58:29,1,2,7.0.9,,,7.0.9,New App has lots of issues. It's slow and hangs while loading search details.,app slowness,0.7066604495048523
2024-10-24 19:44:05,1,0,7.0.9,,,7.0.9,"Worst app, loading for almost 30 mins still loading not even opening at all from last update",app slowness,0.7457026839256287
2024-10-24 16:42:18,1,3,7.0.9,,,7.0.9,"Always laggy, don't even get the alleged 10% off on booking from app, keeps timing out while booking. Not a good user experience",app slowness,0.5586400032043457
2024-10-24 01:29:05,1,0,6.0.6,,,6.0.6,It nowadays says 'App not compatible with your device'!!!,offers issue,0.9038155674934387
2024-10-23 20:58:41,1,0,6.0.6,,,6.0.6,Suddenly the app pushed me out and asks me to upgrade.,offers issue,0.6906256675720215
2024-10-23 20:18:15,2,0,7.0.9,,,7.0.9,Very basic app.. the indigo 6e rewards or the new blue-chip program are no where to be found.,offers issue,0.6685941815376282
2024-10-23 20:11:09,1,2,7.0.9,,,7.0.9,"Worst service ever not considering my medical condition even after providing all the authentic medical documents feeling so frustrated called them more than 10 times in a day, again travelling with indigo today from Indore to airport, staff's attitude was so rude, like usual way i aksed her to lock the zip of my check in she just returned it in very rude way said we stopped doing that. I wish i won't encounter with indigo from now on.",customer service,0.7446609735488892
2024-10-23 12:09:16,1,0,7.0.9,,,7.0.9,Very bad experience,offers issue,0.9115033149719238
2024-10-23 10:56:42,1,2,7.0.9,,,7.0.9,"App Experience is really bad. Bookings keeps on getting removed from ""my bookings"". Unable to checkin through the app as it just not responds.",booking problem,0.6959567070007324
2024-10-23 10:15:24,2,0,,,,,App is buggy in terms of user already logged in but asked to login again. while booking app redirects to web instead of search results in app kindly fix this. it's quite unstable on Android,booking problem,0.6749424934387207
2024-10-23 10:05:40,5,0,6.0.6,,,6.0.6,Log in issue is coming,booking problem,0.6425082087516785
2024-10-23 08:33:32,1,0,7.0.9,,,7.0.9,Pathetic application.,offers issue,0.8973596692085266
2024-10-23 01:33:48,1,0,7.0.9,,,7.0.9,The new UI is extremely horrible,offers issue,0.9157583117485046
2024-10-22 22:21:06,1,0,,,,,Always the flights are delayed!,offers issue,0.8395118117332458
2024-10-22 21:44:54,1,0,6.0.6,,,6.0.6,I am in little hurry & this app is continuously asking for update,offers issue,0.6142204999923706
2024-10-22 20:32:55,1,3,7.0.9,,,7.0.9,"Despite adding a future trip, it is not appearing in the Upcoming Trips section. Past trips having same phone number are not appearing.",offers issue,0.7963961362838745
2024-10-22 17:34:46,1,0,6.0.6,,,6.0.6,Compatibility issue arises after updating the app..... Look into the matter.....,offers issue,0.9681832790374756
2024-10-22 11:24:44,1,0,7.0.7,,,7.0.7,"One of the third class app you will get even the internet version which has now been updated is worst class, earlier it was better. can't understand if something is working good then why to make it worse",offers issue,0.9182840585708618
2024-10-22 04:13:53,1,0,7.0.9,,,7.0.9,Worst app,offers issue,0.9148229360580444
2024-10-21 14:30:23,1,0,,,,,Android version 10 is not supported for this new release. Device - Samsung M30S,offers issue,0.752473771572113
2024-10-21 14:19:19,1,0,7.0.9,,,7.0.9,Not getting notifications,offers issue,0.8874074220657349
2024-10-21 12:55:19,1,3,7.0.9,,,7.0.9,"Have revised my rating from the earlier 5 star which was for the earlier version of the app to a 1 star for the new app version. There are too many bugs in the new version. Surprised how Indigo is managing its operations and Customer satisfaction with this new app version. For example, one cannot do a web check-in in this app and one needs to use the web version of Indigo app. Similarly, history of trips undertaken by the user does not work.",offers issue,0.6930509209632874
2024-10-21 11:01:36,1,0,,,,,Suddenly flights fare went high. Nice one. Thank you for not letting me choose indigo airlines.,customer service,0.44188085198402405
2024-10-21 09:24:52,1,2,7.0.9,,,7.0.9,"never receipe otp ...cleared cache, uninstalled and installed back...did everything",offers issue,0.44464072585105896
2024-10-21 00:43:03,1,0,7.0.9,,,7.0.9,"Not able to save ""my trips""",offers issue,0.5599755644798279
2024-10-20 22:34:58,5,0,7.0.9,,,7.0.9,Best Service,customer service,0.900040864944458
2024-10-20 18:05:13,1,0,,,,,"Worst app,even unable to login using the email id registered in web",offers issue,0.7814436554908752
2024-10-20 10:26:33,1,4,7.0.9,,,7.0.9,"Totally bogus app, suffering so many problems in web check in and paid seat selection. Showing error message many times ""something went wrong"" or turbulence in the system. Customer care executives do not have sufficient knowledge in their field. She say select your paid seat from the company from where you have booked your ticket which is wrong.If Indigo is unable to manage this service, he has to think outsource this service.",customer service,0.35049155354499817
2024-10-20 08:24:31,1,2,7.0.9,,,7.0.9,One of the worst airlines no proper guidance has given to the customer in the airport our flight was missed return ticket cancellation was not processing it shows non refundable I strongly suggest not to travel bcoz there will be no proper guidance and at the same time no announcement was given,offers issue,0.4320645034313202
2024-10-20 07:42:57,1,2,7.0.9,,,7.0.9,Worst flights ever.. please don't go in this flight if you want to reach on time the airport members don't give you the proper response at the last few minutes & wasting too much time intentionally for the delay. Very bed service worst experience.,offers issue,0.7607744336128235
2024-10-20 03:28:33,1,0,7.0.9,,,7.0.9,"Indigo app failed to download, mobile (redmi note 7 pro) compatibility issue, please suggest solutions!",offers issue,0.774628758430481
2024-10-20 00:31:43,5,0,7.0.9,,,7.0.9,Thanks for indigo femilym. Indigo service very best service.my fitst journy successfull,customer service,0.8114043474197388
2024-10-19 18:19:13,5,0,6.0.6,,,6.0.6,Boris Johnson and Mohammed Reaz with Tata Group (Next Generation),offers issue,0.6773620247840881
2024-10-19 18:14:11,1,0,,,,,The latest version is one of the most bad examples of UI I have seen. The old UI was much more fluid.,offers issue,0.93278968334198
2024-10-19 15:25:28,1,0,7.0.9,,,7.0.9,App is jittery. Slow. Can't manage my bookings. Worst upgrade ever. Please revert to old version.,app slowness,0.48309195041656494
2024-10-18 16:24:59,2,12,7.0.9,,,7.0.9,There is no edit profile option in app to change wrong date of birth and on website there is an option of edit profile but cannot save it.. IndiGo Product and engineering team does development and app upgrades when they are high or on vacation. I am sure as a low cost airline they have developed this app with low cost vendors,offers issue,0.5652979612350464
2024-10-18 13:26:04,1,2,7.0.9,,,7.0.9,I am not able to update my profile. It is difficult to even retrieve already booked flights. It was not that bad earlier.,offers issue,0.46054089069366455
2024-10-18 12:50:02,1,0,,,,,Can't log in ever since the app got updated,offers issue,0.6399469375610352
2024-10-17 21:42:01,1,0,,,,,I used to love indigo app .. but the update made it slower and less user friendly.,app slowness,0.7049717903137207
2024-10-17 17:29:32,3,0,6.0.6,,,6.0.6,Pathetic experience. Payment page creates issue. Relogin and you have increased prices!!,payment issue,0.6555584073066711
2024-10-17 17:20:57,1,4,7.0.9,,,7.0.9,"Barely works. Unable to book tickets and have to use web to book, upcoming trips are not showing up and web check-in is also not working in the current version. Will uninstall soon if this doesn't work",booking problem,0.5610170960426331
2024-10-17 12:26:54,1,4,7.0.9,,,7.0.9,Totally disappointed with the way indigo has handled it's affairs. Can't talk to anyone in person the chat option takes 45 mins to connect to. And the amount of charges to reschedule and cancel a ticket totally sucks. Spent over 30k for a return trip and got 1500 back as refund for the return cancellation all because the airline decided to deduct their fees plus the 3rd party agency also decided to deduct their fees plus also take back the discount that was offered. Pathetic service.,customer service,0.5881245732307434
2024-10-17 03:24:13,1,0,,,,,Flight was cancelled without prior info and then the rescheduled flight was delayed after changing gates multiple times. Bangalore number 24 agent in the morning was unhelpful and non empathetic. Bangalore airport and Indigo both are disoriented.,offers issue,0.5475332140922546
2024-10-16 23:11:13,1,0,7.0.9,,,7.0.9,"At the time of booking the ticket,why indigo is charging extra amount in the name of state development..why we pay for that",payment issue,0.4670771658420563
2024-10-16 20:33:33,1,0,7.0.9,,,7.0.9,New version of this app is worst,offers issue,0.8203412890434265
2024-10-16 20:33:19,2,0,6.0.6,,,6.0.6,Pathetic,offers issue,0.9229739904403687
2024-10-16 19:52:02,1,5,7.0.9,,,7.0.9,The updated version is worst. No trip details are available. Neither upcoming nor past. Even I was not able to do we check in. Doesn't look user friendly. Forced to use website for booking.,booking problem,0.5227406620979309
2024-10-16 18:21:13,4,0,7.0.9,,,7.0.9,"sir, why is the app not working? there seems to be a bug. kindly check.",offers issue,0.6952823996543884
2024-10-16 16:52:18,1,0,6.0.4,,,6.0.4,Unable to update the application and also unable to login The app shows to update but when you click on update nothing happens,offers issue,0.8085849285125732
2024-10-16 11:46:15,1,3,7.0.9,,,7.0.9,Very buggy app. Tickets booked on app don't show in my bookings and also doesn't let checkin. Need to go to website to check in. Why promote the app if it cannot do basic stuff,booking problem,0.5018814206123352
2024-10-16 10:19:32,1,6,7.0.9,,,7.0.9,"The latest update does not work at all. My trips shows nothing, when trying to search it shows no flights available. Can't imagine how pathetic are the developers of this app. Indigo if you are listening, fire your tech team.",offers issue,0.596807599067688
2024-10-16 10:14:12,1,4,7.0.9,,,7.0.9,This has to be the worst app ever created. Whoever redesign the UI needs to be fired as soon as possible. Pathetically slow and too confusing.,app slowness,0.6337201595306396
2024-10-15 23:31:48,1,0,7.0.9,,,7.0.9,Very badly disappointed by their service.,customer service,0.520474374294281
2024-10-15 21:34:50,1,0,7.0.9,,,7.0.9,Disaster. Iam trying to Login via Indigo APP. Unfortunately not receiving any OTP. No way to login via APP. Never expected this much issues with Indigo APP,offers issue,0.833922266960144
2024-10-15 14:58:51,1,4,7.0.9,,,7.0.9,The warliernapp was much better we were able toclook at our reward points our trips this app is so painful to use and really irritating Instead of making things simple indigo team is becoming an expert in complicating things,offers issue,0.6087916493415833
2024-10-15 14:53:20,1,2,7.0.9,,,7.0.9,Worst experience. Doesn't save trips even the current trip after uploading PNR multiple times. Can't view boarding passes.,offers issue,0.5509689450263977
2024-10-15 12:09:20,1,1,,,,,Lot of delays.. crowdy always.. poor customer service.. air india is better now a days.. air india is giving free meals and customer service also good.,customer service,0.6142262816429138
2024-10-15 06:30:59,1,0,,,,,It's show more fair than other site,offers issue,0.7065116763114929
2024-10-15 00:28:13,1,0,7.0.9,,,7.0.9,The app is too slow and hardly able to search anything.....i deleted right away,app slowness,0.6944500207901001
2024-10-14 23:53:47,1,2,,,,,"App used to work fine before, but now it does not even open sometimes. On rare occasions when it does open, it does not show my 6E Rewards, which it used to show before. It used to remember my login by default or just works with phone number OTP. But even that user experience has gone down.",offers issue,0.718506932258606
2024-10-14 21:42:07,2,1,,,,,Have been using Indigo for long time and the app suddenly doesn't seem to be working where my booking and stuff are saved . The time I try to update my app and phone software it says app not compatible for device when all the system patch and OS are upto date . Need quick support and patch for this . Kindly fix this as soon as possible . It's literally a pain not having the app and checking the web to go through daily basis,offers issue,0.4591216742992401
2024-10-14 19:13:54,1,0,,,,,"Wth , after some updates it's all the loading only. cleared cache , reinstalled nothing works.",offers issue,0.7647004723548889
2024-10-14 13:33:37,5,0,,,,,v v good.. always the best,customer service,0.43720611929893494
2024-10-14 13:10:37,1,0,6.0.6,,,6.0.6,App not compatible,offers issue,0.8586702942848206
